occurrence_no,name,diet,type,length_m,max_ma,min_ma,region,lng,lat,class,family,slug,id,diet_clean,diet_code,type_group,survival_span_ma,era_mid_ma,has_coords,has_length,match_pool,region_clean,hemisphere_ns,hemisphere_ew,attack_base,defense_base,mobility_base,data_quality_score,image_key,image_mode,image_url,image_credit,image_license,length_norm
628856,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Hunedoara,23.092192,45.493622,Ornithischia,Rhabdodontidae,zalmoxes,zalmoxes-628856,herbivorous,0.2,ornithopod,4.599999999999994,68.3,True,True,True,Hunedoara,N,E,0.35,0.6,0.75,4,zalmoxes,silhouette,,,,0.07380607814761216
629048,Zalmoxes,herbivorous,ornithopod,3.0,70.6,66.0,Hunedoara,22.783331,45.616669,Ornithischia,Rhabdodontidae,zalmoxes,zalmoxes-629048,herbivorous,0.2,ornithopod,4.599999999999994,68.3,True,True,True,Hunedoara,N,E,0.35,0.6,0.75,4,zalmoxes,silhouette,,,,0.07380607814761216
629979,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.457657,50.772888,Ornithischia,Ceratopsidae,centrosaurus,centrosaurus-629979,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.85,0.45,4,centrosaurus,silhouette,,,,0.16063675832127353
632114,Edmontosaurus,herbivorous,ornithopod,13.0,83.5,70.6,Alaska,-151.0,70.0,Ornithischia,Hadrosauridae,edmontosaurus,edmontosaurus-632114,herbivorous,0.2,ornithopod,12.900000000000006,77.05,True,True,True,Alaska,N,W,0.35,0.6,0.75,4,edmontosaurus,silhouette,,,,0.3632416787264834
632115,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alaska,-151.0,70.0,Ornithischia,Ceratopsidae,pachyrhinosaurus,pachyrhinosaurus-632115,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Alaska,N,W,0.35,0.85,0.45,4,pachyrhinosaurus,silhouette,,,,0.16063675832127353
632231,Kangnasaurus,,,,100.5,66.0,Western Cape,18.419443,-29.520279,Ornithischia,Dryosauridae,kangnasaurus,kangnasaurus-632231,unknown,0.4,unknown,34.5,83.25,True,False,False,Western Cape,S,E,0.5,0.5,0.5,2,kangnasaurus,silhouette,,,,
632253,Dacentrurus,herbivorous,armored dinosaur,6.0,152.1,140.2,Aragón,-1.133307,40.12727,Ornithischia,Stegosauridae,dacentrurus,dacentrurus-632253,herbivorous,0.2,armored,11.900000000000006,146.14999999999998,True,True,True,Aragón,N,W,0.35,1.0,0.3,4,dacentrurus,silhouette,,,,0.16063675832127353
632312,Pararhabdodon,,,,70.6,66.0,Cataluña,1.054786,42.161385,Ornithischia,Hadrosauridae,pararhabdodon,pararhabdodon-632312,unknown,0.4,unknown,4.599999999999994,68.3,True,False,False,Cataluña,N,E,0.5,0.5,0.5,2,pararhabdodon,silhouette,,,,
632323,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,New Mexico,-108.084198,36.343899,Ornithischia,Ceratopsidae,triceratops,triceratops-632323,herbivorous,0.2,ceratopsian,6.099999999999994,69.05,True,True,True,New Mexico,N,W,0.35,0.85,0.45,4,triceratops,silhouette,,,,0.2474674384949349
632365,Rhabdodon,herbivorous,ornithopod,4.0,72.1,66.0,Languedoc-Roussillon,2.191471,42.93824,Ornithischia,Rhabdodontidae,rhabdodon,rhabdodon-632365,herbivorous,0.2,ornithopod,6.099999999999994,69.05,True,True,True,Languedoc-Roussillon,N,E,0.35,0.6,0.75,4,rhabdodon,silhouette,,,,0.10274963820549927
632780,Struthiosaurus,herbivorous,armored dinosaur,2.5,83.5,70.6,Languedoc-Roussillon,2.2,42.9137,Ornithischia,Nodosauridae,struthiosaurus,struthiosaurus-632780,herbivorous,0.2,armored,12.900000000000006,77.05,True,True,True,Languedoc-Roussillon,N,E,0.35,1.0,0.3,4,struthiosaurus,silhouette,,,,0.059334298118668596
635575,Bagaceratops,herbivorous,ceratopsian,1.0,83.6,72.1,Nei Mongol,106.756721,41.702133,Ornithischia,,bagaceratops,bagaceratops-635575,herbivorous,0.2,ceratopsian,11.5,77.85,True,True,True,Nei Mongol,N,E,0.35,0.85,0.45,3,bagaceratops,silhouette,,,,0.015918958031837918
636497,Delapparentia,,,,130.0,125.45,Aragón,-0.861015,40.654675,Ornithischia,,delapparentia,delapparentia-636497,unknown,0.4,unknown,4.549999999999997,127.725,True,False,False,Aragón,N,W,0.5,0.5,0.5,1,delapparentia,silhouette,,,,
637774,Staurichnium,,,,145.0,100.5,Paraíba,-38.348331,-6.694167,Ornithischia,,staurichnium,staurichnium-637774,unknown,0.4,unknown,44.5,122.75,True,False,False,Paraíba,S,W,0.5,0.5,0.5,1,staurichnium,silhouette,,,,
638244,Colepiocephale,,,,83.5,70.6,Alberta,-111.374168,49.482777,Ornithischia,Pachycephalosauridae,colepiocephale,colepiocephale-638244,unknown,0.4,unknown,12.900000000000006,77.05,True,False,False,Alberta,N,W,0.5,0.5,0.5,2,colepiocephale,silhouette,,,,
639372,Camptosaurus,herbivorous,ornithopod,5.0,157.3,145.0,Wyoming,-106.048615,42.017776,Ornithischia,,camptosaurus,camptosaurus-639372,herbivorous,0.2,ornithopod,12.300000000000011,151.15,True,True,True,Wyoming,N,W,0.35,0.6,0.75,3,camptosaurus,silhouette,,,,0.1316931982633864
639647,Rhabdodon,herbivorous,ornithopod,4.0,70.6,66.0,Languedoc-Roussillon,2.905978,43.338146,Ornithischia,Rhabdodontidae,rhabdodon,rhabdodon-639647,herbivorous,0.2,ornithopod,4.599999999999994,68.3,True,True,True,Languedoc-Roussillon,N,E,0.35,0.6,0.75,4,rhabdodon,silhouette,,,,0.10274963820549927
641349,Albertaceratops,herbivorous,ceratopsian,7.0,83.5,70.6,Alberta,-110.862686,49.120899,Ornithischia,Ceratopsidae,albertaceratops,albertaceratops-641349,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.85,0.45,4,albertaceratops,silhouette,,,,0.18958031837916064
641358,Albertaceratops,herbivorous,ceratopsian,7.0,83.5,70.6,Montana,-110.562073,48.945168,Ornithischia,Ceratopsidae,albertaceratops,albertaceratops-641358,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Montana,N,W,0.35,0.85,0.45,4,albertaceratops,silhouette,,,,0.18958031837916064
641961,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Texas,-103.159576,29.438757,Ornithischia,Ceratopsidae,triceratops,triceratops-641961,herbivorous,0.2,ceratopsian,6.099999999999994,69.05,True,True,True,Texas,N,W,0.35,0.85,0.45,4,triceratops,silhouette,,,,0.2474674384949349
642202,Hypsiloichnus,,,,125.0,113.0,Maryland,-76.428566,39.376961,Ornithischia,,hypsiloichnus,hypsiloichnus-642202,unknown,0.4,unknown,12.0,119.0,True,False,False,Maryland,N,W,0.5,0.5,0.5,1,hypsiloichnus,silhouette,,,,
642203,Hypsiloichnus,,,,125.0,113.0,Maryland,-76.912125,39.001003,Ornithischia,,hypsiloichnus,hypsiloichnus-642203,unknown,0.4,unknown,12.0,119.0,True,False,False,Maryland,N,W,0.5,0.5,0.5,1,hypsiloichnus,silhouette,,,,
642204,Hypsiloichnus,,,,125.0,113.0,Virginia,-77.421112,38.262501,Ornithischia,,hypsiloichnus,hypsiloichnus-642204,unknown,0.4,unknown,12.0,119.0,True,False,False,Virginia,N,W,0.5,0.5,0.5,1,hypsiloichnus,silhouette,,,,
644815,Edmontosaurus,herbivorous,ornithopod,13.0,83.5,70.6,Alberta,-112.761948,51.476112,Ornithischia,Hadrosauridae,edmontosaurus,edmontosaurus-644815,herbivorous,0.2,ornithopod,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,edmontosaurus,silhouette,,,,0.3632416787264834
645106,Zephyrosaurus,herbivorous,ornithopod,1.8,113.0,100.5,Montana,-108.729599,45.487,Ornithischia,Thescelosauridae,zephyrosaurus,zephyrosaurus-645106,herbivorous,0.2,ornithopod,12.5,106.75,True,True,True,Montana,N,W,0.35,0.6,0.75,4,zephyrosaurus,silhouette,,,,0.039073806078147616
645107,Stenopelix,herbivorous,ceratopsian,1.5,145.0,139.8,Niedersachsen,9.066053,52.252357,Ornithischia,,stenopelix,stenopelix-645107,herbivorous,0.2,ceratopsian,5.199999999999989,142.4,True,True,True,Niedersachsen,N,E,0.35,0.85,0.45,3,stenopelix,silhouette,,,,0.03039073806078148
645108,Abrictosaurus,,,,201.3,190.8,Qacha's Nek,28.532604,-30.064182,Ornithischia,Heterodontosauridae,abrictosaurus,abrictosaurus-645108,unknown,0.4,unknown,10.5,196.05,True,False,False,Qacha's Nek,S,E,0.5,0.5,0.5,2,abrictosaurus,silhouette,,,,
645109,Lycorhinus,herbivorous,ornithopod,1.2,201.3,190.8,Eastern Cape,28.516666,-30.433332,Ornithischia,Heterodontosauridae,lycorhinus,lycorhinus-645109,herbivorous,0.2,ornithopod,10.5,196.05,True,True,True,Eastern Cape,S,E,0.35,0.6,0.75,4,lycorhinus,silhouette,,,,0.021707670043415343
645110,Lycorhinus,herbivorous,ornithopod,1.2,201.3,190.8,Eastern Cape,28.516666,-30.433332,Ornithischia,Heterodontosauridae,lycorhinus,lycorhinus-645110,herbivorous,0.2,ornithopod,10.5,196.05,True,True,True,Eastern Cape,S,E,0.35,0.6,0.75,4,lycorhinus,silhouette,,,,0.021707670043415343
645889,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,,13.900334,78.101875,Ornithischia,,iguanodon,iguanodon-645889,herbivorous,0.2,ornithopod,4.400000000000006,127.2,True,True,True,Unknown,N,E,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
647288,Pachyrhinosaurus,herbivorous,ceratopsian,6.0,70.6,66.0,Alaska,-151.51944,69.832222,Ornithischia,Ceratopsidae,pachyrhinosaurus,pachyrhinosaurus-647288,herbivorous,0.2,ceratopsian,4.599999999999994,68.3,True,True,True,Alaska,N,W,0.35,0.85,0.45,4,pachyrhinosaurus,silhouette,,,,0.16063675832127353
647292,Ugrunaaluk,,,,70.6,66.0,Alaska,-151.578232,70.071365,Ornithischia,Hadrosauridae,ugrunaaluk,ugrunaaluk-647292,unknown,0.4,unknown,4.599999999999994,68.3,True,False,False,Alaska,N,W,0.5,0.5,0.5,2,ugrunaaluk,silhouette,,,,
647302,Prenoceratops,,,,83.6,72.1,Montana,-112.524338,48.496719,Ornithischia,Leptoceratopsidae,prenoceratops,prenoceratops-647302,unknown,0.4,unknown,11.5,77.85,True,False,False,Montana,N,W,0.5,0.5,0.5,2,prenoceratops,silhouette,,,,
647848,Theiophytalia,,,,125.0,100.5,Colorado,-104.874298,38.870712,Ornithischia,,theiophytalia,theiophytalia-647848,unknown,0.4,unknown,24.5,112.75,True,False,False,Colorado,N,W,0.5,0.5,0.5,1,theiophytalia,silhouette,,,,
647861,Stegosaurus,herbivorous,armored dinosaur,9.0,157.3,152.1,Montana,-108.826668,45.22361,Ornithischia,Stegosauridae,stegosaurus,stegosaurus-647861,herbivorous,0.2,armored,5.200000000000017,154.7,True,True,True,Montana,N,W,0.35,1.0,0.3,4,stegosaurus,silhouette,,,,0.2474674384949349
647943,Corythosaurus,herbivorous,ornithopod,10.0,83.6,72.1,Montana,-112.650658,48.937965,Ornithischia,Hadrosauridae,corythosaurus,corythosaurus-647943,herbivorous,0.2,ornithopod,11.5,77.85,True,True,True,Montana,N,W,0.35,0.6,0.75,4,corythosaurus,silhouette,,,,0.27641099855282203
647944,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae,lambeosaurus,lambeosaurus-647944,herbivorous,0.2,ornithopod,11.5,77.85,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,lambeosaurus,silhouette,,,,0.2474674384949349
647945,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae,lambeosaurus,lambeosaurus-647945,herbivorous,0.2,ornithopod,11.5,77.85,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,lambeosaurus,silhouette,,,,0.2474674384949349
647962,Lambeosaurus,herbivorous,ornithopod,9.0,83.6,72.1,Alberta,-111.620003,50.599998,Ornithischia,Hadrosauridae,lambeosaurus,lambeosaurus-647962,herbivorous,0.2,ornithopod,11.5,77.85,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,lambeosaurus,silhouette,,,,0.2474674384949349
649440,Psittacosaurus,herbivorous,ceratopsian,2.0,145.0,100.5,Ovorkhangai,102.733299,44.241501,Ornithischia,Psittacosauridae,psittacosaurus,psittacosaurus-649440,herbivorous,0.2,ceratopsian,44.5,122.75,True,True,True,Ovorkhangai,N,E,0.35,0.85,0.45,4,psittacosaurus,silhouette,,,,0.044862518089725044
658308,Micropachycephalosaurus,herbivorous,ceratopsian,0.6,83.6,72.1,Shandong,120.679169,36.881653,Ornithischia,,micropachycephalosaurus,micropachycephalosaurus-658308,herbivorous,0.2,ceratopsian,11.5,77.85,True,True,True,Shandong,N,E,0.35,0.85,0.45,3,micropachycephalosaurus,silhouette,,,,0.0043415340086830675
659315,Udanoceratops,herbivorous,ceratopsian,,83.6,72.1,Dornogov,109.779999,44.438057,Ornithischia,Leptoceratopsidae,udanoceratops,udanoceratops-659315,herbivorous,0.2,ceratopsian,11.5,77.85,True,False,False,Dornogov,N,E,0.35,0.85,0.45,3,udanoceratops,silhouette,,,,
659316,Protoceratops,herbivorous,ceratopsian,1.8,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,,protoceratops,protoceratops-659316,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Omnogov,N,E,0.35,0.85,0.45,3,protoceratops,silhouette,,,,0.039073806078147616
659317,Bagaceratops,herbivorous,ceratopsian,1.0,83.5,70.6,Omnogov,103.692329,44.156948,Ornithischia,,bagaceratops,bagaceratops-659317,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Omnogov,N,E,0.35,0.85,0.45,3,bagaceratops,silhouette,,,,0.015918958031837918
663698,Stegosaurus,herbivorous,armored dinosaur,9.0,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Stegosauridae,stegosaurus,stegosaurus-663698,herbivorous,0.2,armored,5.800000000000011,147.9,True,True,True,Colorado,N,W,0.35,1.0,0.3,4,stegosaurus,silhouette,,,,0.2474674384949349
663699,Fruitadens,,,,150.8,145.0,Colorado,-108.800003,39.200001,Ornithischia,Heterodontosauridae,fruitadens,fruitadens-663699,unknown,0.4,unknown,5.800000000000011,147.9,True,False,False,Colorado,N,W,0.5,0.5,0.5,2,fruitadens,silhouette,,,,
663737,Brachyceratops,,,,85.8,83.5,Alberta,-111.436096,49.083698,Ornithischia,Ceratopsidae,brachyceratops,brachyceratops-663737,unknown,0.4,unknown,2.299999999999997,84.65,True,False,False,Alberta,N,W,0.5,0.5,0.5,2,brachyceratops,silhouette,,,,
663755,Kritosaurus,herbivorous,ornithopod,8.0,85.8,83.5,Alberta,-111.413902,49.083099,Ornithischia,Hadrosauridae,kritosaurus,kritosaurus-663755,herbivorous,0.2,ornithopod,2.299999999999997,84.65,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,kritosaurus,silhouette,,,,0.21852387843704776
667041,Microceratus,herbivorous,ceratopsian,0.5,100.5,66.0,Shanxi,112.420006,40.040001,Ornithischia,Protoceratopsidae,microceratus,microceratus-667041,herbivorous,0.2,ceratopsian,34.5,83.25,True,True,True,Shanxi,N,E,0.35,0.85,0.45,4,microceratus,silhouette,,,,0.001447178002894356
667042,Bactrosaurus,herbivorous,ornithopod,6.0,100.5,66.0,Shanxi,112.420006,40.040001,Ornithischia,,bactrosaurus,bactrosaurus-667042,herbivorous,0.2,ornithopod,34.5,83.25,True,True,True,Shanxi,N,E,0.35,0.6,0.75,3,bactrosaurus,silhouette,,,,0.16063675832127353
668657,Yinlong,herbivorous,ceratopsian,1.2,163.5,157.3,Xinjiang,88.919884,45.191288,Ornithischia,Chaoyangsauridae,yinlong,yinlong-668657,herbivorous,0.2,ceratopsian,6.199999999999989,160.4,True,True,True,Xinjiang,N,E,0.35,0.85,0.45,4,yinlong,silhouette,,,,0.021707670043415343
668728,Stegoceras,herbivorous,ornithopod,2.4,72.1,66.0,Montana,-107.33667,47.656944,Ornithischia,Pachycephalosauridae,stegoceras,stegoceras-668728,herbivorous,0.2,ornithopod,6.099999999999994,69.05,True,True,True,Montana,N,W,0.35,0.6,0.75,4,stegoceras,silhouette,,,,0.056439942112879886
668730,Pachycephalosaurus,herbivorous,ornithopod,8.0,70.6,66.0,Wyoming,-104.471497,43.384399,Ornithischia,Pachycephalosauridae,pachycephalosaurus,pachycephalosaurus-668730,herbivorous,0.2,ornithopod,4.599999999999994,68.3,True,True,True,Wyoming,N,W,0.35,0.6,0.75,4,pachycephalosaurus,silhouette,,,,0.21852387843704776
670223,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.4542,50.6478,Ornithischia,,iguanodon,iguanodon-670223,herbivorous,0.2,ornithopod,13.940000000000012,129.43,True,True,True,England,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
670351,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.460302,50.651852,Ornithischia,,iguanodon,iguanodon-670351,herbivorous,0.2,ornithopod,10.950000000000003,130.925,True,True,True,England,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
670352,Iguanodon,herbivorous,ornithopod,10.0,136.4,125.45,England,-1.428409,50.638515,Ornithischia,,iguanodon,iguanodon-670352,herbivorous,0.2,ornithopod,10.950000000000003,130.925,True,True,True,England,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
670353,Iguanodon,herbivorous,ornithopod,10.0,136.4,122.46,England,-1.951077,50.604607,Ornithischia,,iguanodon,iguanodon-670353,herbivorous,0.2,ornithopod,13.940000000000012,129.43,True,True,True,England,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
678493,Homalocephale,herbivorous,ornithopod,1.5,83.6,66.0,Omnogov,101.275002,43.491669,Ornithischia,,homalocephale,homalocephale-678493,herbivorous,0.2,ornithopod,17.599999999999994,74.8,True,True,True,Omnogov,N,E,0.35,0.6,0.75,3,homalocephale,silhouette,,,,0.03039073806078148
679802,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,,-9.216667,38.400002,Ornithischia,,iguanodon,iguanodon-679802,herbivorous,0.2,ornithopod,4.400000000000006,127.2,True,True,True,Unknown,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
679942,Oryctodromeus,herbivorous,ornithopod,2.1,100.5,93.9,Montana,-112.59861,44.537224,Ornithischia,Thescelosauridae,oryctodromeus,oryctodromeus-679942,herbivorous,0.2,ornithopod,6.599999999999994,97.2,True,True,True,Montana,N,W,0.35,0.6,0.75,4,oryctodromeus,silhouette,,,,0.047756874095513754
679943,Psittacosaurus,herbivorous,ceratopsian,2.0,125.45,122.46,Liaoning,120.979401,41.601391,Ornithischia,Psittacosauridae,psittacosaurus,psittacosaurus-679943,herbivorous,0.2,ceratopsian,2.990000000000009,123.955,True,True,True,Liaoning,N,E,0.35,0.85,0.45,4,psittacosaurus,silhouette,,,,0.044862518089725044
680830,Psittacosaurus,herbivorous,ceratopsian,2.0,130.0,122.46,Liaoning,120.764221,41.783817,Ornithischia,Psittacosauridae,psittacosaurus,psittacosaurus-680830,herbivorous,0.2,ceratopsian,7.540000000000006,126.22999999999999,True,True,True,Liaoning,N,E,0.35,0.85,0.45,4,psittacosaurus,silhouette,,,,0.044862518089725044
682889,Stegosaurus,herbivorous,armored dinosaur,9.0,161.2,150.8,Leiria,-8.812128,39.662338,Ornithischia,Stegosauridae,stegosaurus,stegosaurus-682889,herbivorous,0.2,armored,10.399999999999977,156.0,True,True,True,Leiria,N,W,0.35,1.0,0.3,4,stegosaurus,silhouette,,,,0.2474674384949349
682891,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,,eolambia,eolambia-682891,herbivorous,0.2,ornithopod,11.799999999999997,99.4,True,False,False,Utah,N,W,0.35,0.6,0.75,2,eolambia,silhouette,,,,
682915,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,,eolambia,eolambia-682915,herbivorous,0.2,ornithopod,11.799999999999997,99.4,True,False,False,Utah,N,W,0.35,0.6,0.75,2,eolambia,silhouette,,,,
682919,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,,eolambia,eolambia-682919,herbivorous,0.2,ornithopod,11.799999999999997,99.4,True,False,False,Utah,N,W,0.35,0.6,0.75,2,eolambia,silhouette,,,,
682920,Eolambia,herbivorous,ornithopod,,105.3,93.5,Utah,-111.261536,38.690239,Ornithischia,,eolambia,eolambia-682920,herbivorous,0.2,ornithopod,11.799999999999997,99.4,True,False,False,Utah,N,W,0.35,0.6,0.75,2,eolambia,silhouette,,,,
686822,Eocursor,,,,228.0,201.3,Free State,27.341667,-29.219999,Ornithischia,,eocursor,eocursor-686822,unknown,0.4,unknown,26.69999999999999,214.65,True,False,False,Free State,S,E,0.5,0.5,0.5,1,eocursor,silhouette,,,,
686851,Cedrorestes,,,,130.0,125.45,Utah,-109.545151,38.895531,Ornithischia,,cedrorestes,cedrorestes-686851,unknown,0.4,unknown,4.549999999999997,127.725,True,False,False,Utah,N,W,0.5,0.5,0.5,1,cedrorestes,silhouette,,,,
686854,Brachylophosaurus,herbivorous,ornithopod,7.0,83.5,70.6,Montana,-107.895042,48.596294,Ornithischia,Hadrosauridae,brachylophosaurus,brachylophosaurus-686854,herbivorous,0.2,ornithopod,12.900000000000006,77.05,True,True,True,Montana,N,W,0.35,0.6,0.75,4,brachylophosaurus,silhouette,,,,0.18958031837916064
687336,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,Colorado,-104.82,39.985279,Ornithischia,Ceratopsidae,triceratops,triceratops-687336,herbivorous,0.2,ceratopsian,6.099999999999994,69.05,True,True,True,Colorado,N,W,0.35,0.85,0.45,4,triceratops,silhouette,,,,0.2474674384949349
687528,Leptoceratops,herbivorous,ceratopsian,3.0,70.6,66.0,Montana,-104.157272,45.459568,Ornithischia,Leptoceratopsidae,leptoceratops,leptoceratops-687528,herbivorous,0.2,ceratopsian,4.599999999999994,68.3,True,True,True,Montana,N,W,0.35,0.85,0.45,4,leptoceratops,silhouette,,,,0.07380607814761216
687529,Leptoceratops,herbivorous,ceratopsian,3.0,70.6,66.0,Montana,-104.909866,45.590557,Ornithischia,Leptoceratopsidae,leptoceratops,leptoceratops-687529,herbivorous,0.2,ceratopsian,4.599999999999994,68.3,True,True,True,Montana,N,W,0.35,0.85,0.45,4,leptoceratops,silhouette,,,,0.07380607814761216
688094,Anatotitan,,,,72.1,66.0,Montana,-107.0,47.599998,Ornithischia,Hadrosauridae,anatotitan,anatotitan-688094,unknown,0.4,unknown,6.099999999999994,69.05,True,False,False,Montana,N,W,0.5,0.5,0.5,2,anatotitan,silhouette,,,,
689682,Lambeosaurus,herbivorous,ornithopod,9.0,83.5,70.6,Alberta,-110.558716,49.351067,Ornithischia,Hadrosauridae,lambeosaurus,lambeosaurus-689682,herbivorous,0.2,ornithopod,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,lambeosaurus,silhouette,,,,0.2474674384949349
690125,Thescelosaurus,herbivorous,ornithopod,3.5,72.1,66.0,South Dakota,-103.451668,45.062778,Ornithischia,Thescelosauridae,thescelosaurus,thescelosaurus-690125,herbivorous,0.2,ornithopod,6.099999999999994,69.05,True,True,True,South Dakota,N,W,0.35,0.6,0.75,4,thescelosaurus,silhouette,,,,0.08827785817655572
690126,Triceratops,herbivorous,ceratopsian,9.0,72.1,66.0,South Dakota,-103.451668,45.062778,Ornithischia,Ceratopsidae,triceratops,triceratops-690126,herbivorous,0.2,ceratopsian,6.099999999999994,69.05,True,True,True,South Dakota,N,W,0.35,0.85,0.45,4,triceratops,silhouette,,,,0.2474674384949349
691649,Dacentrurus,herbivorous,armored dinosaur,6.0,150.8,145.0,Lisboa,-9.282297,39.072666,Ornithischia,Stegosauridae,dacentrurus,dacentrurus-691649,herbivorous,0.2,armored,5.800000000000011,147.9,True,True,True,Lisboa,N,W,0.35,1.0,0.3,4,dacentrurus,silhouette,,,,0.16063675832127353
691661,Dryosaurus,herbivorous,ornithopod,4.0,161.2,150.8,Estremdura,-8.61667,39.849998,Ornithischia,Dryosauridae,dryosaurus,dryosaurus-691661,herbivorous,0.2,ornithopod,10.399999999999977,156.0,True,True,True,Estremdura,N,W,0.35,0.6,0.75,4,dryosaurus,silhouette,,,,0.10274963820549927
691776,Iguanodon,herbivorous,ornithopod,10.0,145.0,125.0,Aragón,-0.405586,40.528027,Ornithischia,,iguanodon,iguanodon-691776,herbivorous,0.2,ornithopod,20.0,135.0,True,True,True,Aragón,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
691790,Iguanodon,herbivorous,ornithopod,10.0,130.0,125.45,Castilla-La Mancha,-2.067325,40.590469,Ornithischia,,iguanodon,iguanodon-691790,herbivorous,0.2,ornithopod,4.549999999999997,127.725,True,True,True,Castilla-La Mancha,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
691794,Iguanodon,herbivorous,ornithopod,10.0,132.9,125.45,Castilla-La Mancha,-0.527039,40.718224,Ornithischia,,iguanodon,iguanodon-691794,herbivorous,0.2,ornithopod,7.450000000000003,129.175,True,True,True,Castilla-La Mancha,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
691800,Iguanodon,herbivorous,ornithopod,10.0,129.4,125.0,Castilla-La Mancha,-0.411057,40.745499,Ornithischia,,iguanodon,iguanodon-691800,herbivorous,0.2,ornithopod,4.400000000000006,127.2,True,True,True,Castilla-La Mancha,N,W,0.35,0.6,0.75,3,iguanodon,silhouette,,,,0.27641099855282203
692610,Centrosaurus,herbivorous,ceratopsian,6.0,83.5,70.6,Alberta,-111.620445,50.823467,Ornithischia,Ceratopsidae,centrosaurus,centrosaurus-692610,herbivorous,0.2,ceratopsian,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.85,0.45,4,centrosaurus,silhouette,,,,0.16063675832127353
692611,Prenocephale,herbivorous,ornithopod,2.4,83.5,70.6,Alberta,-111.603889,50.823334,Ornithischia,Pachycephalosauridae,prenocephale,prenocephale-692611,herbivorous,0.2,ornithopod,12.900000000000006,77.05,True,True,True,Alberta,N,W,0.35,0.6,0.75,4,prenocephale,silhouette,,,,0.056439942112879886
692636,Thescelosaurus,herbivorous,ornithopod,3.5,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Thescelosauridae,thescelosaurus,thescelosaurus-692636,herbivorous,0.2,ornithopod,4.599999999999994,68.3,True,True,True,Montana,N,W,0.35,0.6,0.75,4,thescelosaurus,silhouette,,,,0.08827785817655572
692637,Anatotitan,,,,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Hadrosauridae,anatotitan,anatotitan-692637,unknown,0.4,unknown,4.599999999999994,68.3,True,False,False,Montana,N,W,0.5,0.5,0.5,2,anatotitan,silhouette,,,,
692639,Triceratops,herbivorous,ceratopsian,9.0,70.6,66.0,Montana,-106.099998,47.799999,Ornithischia,Ceratopsidae,triceratops,triceratops-692639,herbivorous,0.2,ceratopsian,4.599999999999994,68.3,True,True,True,Montana,N,W,0.35,0.85,0.45,4,triceratops,silhouette,,,,0.2474674384949349
